Accession,Organism_Name,Release_Date,Pangolin,PangoVersions,Length,Nuc_Completeness,Protein,Geo_Location,Host,Isolation_Source,Collection_Date
UUT03022.1,Severe acute respiratory syndrome coronavirus 2,2022-08-09T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2022-05-13
UUT03034.1,Severe acute respiratory syndrome coronavirus 2,2022-08-09T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2022-05-15
UUT03046.1,Severe acute respiratory syndrome coronavirus 2,2022-08-09T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2022-05-15
UUT03058.1,Severe acute respiratory syndrome coronavirus 2,2022-08-09T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2022-05-17
UUT03082.1,Severe acute respiratory syndrome coronavirus 2,2022-08-09T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2022-05-27
UUT03094.1,Severe acute respiratory syndrome coronavirus 2,2022-08-09T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2022-05-29
UUT03106.1,Severe acute respiratory syndrome coronavirus 2,2022-08-09T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2022-05-31
UUT03118.1,Severe acute respiratory syndrome coronavirus 2,2022-08-09T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2022-05-31
UUT03226.1,Severe acute respiratory syndrome coronavirus 2,2022-08-09T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2022-07-01
UUT03430.1,Severe acute respiratory syndrome coronavirus 2,2022-08-09T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2022-06-10
UUT03442.1,Severe acute respiratory syndrome coronavirus 2,2022-08-09T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2022-06-12
UUT03478.1,Severe acute respiratory syndrome coronavirus 2,2022-08-09T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2022-06-16
WCR32811.1,Severe acute respiratory syndrome coronavirus 2,2023-02-09T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1267,complete,surface glycoprotein,Finland,Homo sapiens,,2022-11-14
WCT80294.1,Severe acute respiratory syndrome coronavirus 2,2023-02-13T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,France,Homo sapiens,oronasopharynx,2022-11-30
WCT80390.1,Severe acute respiratory syndrome coronavirus 2,2023-02-13T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,France,Homo sapiens,oronasopharynx,2022-12-05
WCT80546.1,Severe acute respiratory syndrome coronavirus 2,2023-02-13T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,France,Homo sapiens,oronasopharynx,2022-10-04
WCT80629.1,Severe acute respiratory syndrome coronavirus 2,2023-02-13T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,France,Homo sapiens,oronasopharynx,2022-10-03
WCT80844.1,Severe acute respiratory syndrome coronavirus 2,2023-02-13T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,France,Homo sapiens,oronasopharynx,2022-09-18
UPH85748.1,Severe acute respiratory syndrome coronavirus 2,2022-04-21T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,France,Homo sapiens,oronasopharynx,2022-03-07
WCC89313.1,Severe acute respiratory syndrome coronavirus 2,2023-01-26T00:00:00Z,CH.1.1,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Germany: Hessen,Homo sapiens,,2022-12-19
UZZ65601.1,Severe acute respiratory syndrome coronavirus 2,2022-11-30T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,Germany: Hessen,Homo sapiens,,2022-10-05
UZZ66002.1,Severe acute respiratory syndrome coronavirus 2,2022-11-30T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,Germany: Hessen,Homo sapiens,,2022-10-13
WBR20219.1,Severe acute respiratory syndrome coronavirus 2,2023-01-12T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1267,complete,surface glycoprotein,Germany: Rheinland-Pfalz,Homo sapiens,,2022-11-20
WBR20267.1,Severe acute respiratory syndrome coronavirus 2,2023-01-12T00:00:00Z,XBB,4.2/1.18.1.1/v0.1.10/0.3.17,1269,complete,surface glycoprotein,Germany: Rheinland-Pfalz,Homo sapiens,,2022-11-21
UZZ66026.1,Severe acute respiratory syndrome coronavirus 2,2022-11-30T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,Germany: Rheinland-Pfalz,Homo sapiens,,2022-10-13
WCI16196.1,Severe acute respiratory syndrome coronavirus 2,2023-02-01T00:00:00Z,BA.2.75,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Japan,Homo sapiens,,2022-06-13
BDX23872.1,Severe acute respiratory syndrome coronavirus 2,2023-02-09T00:00:00Z,XBB.1.5,4.2/1.18.1.1/v0.1.10/0.3.17,1269,complete,surface glycoprotein,Japan: Tokyo,Homo sapiens,,2023-01
BDX23653.1,Severe acute respiratory syndrome coronavirus 2,2023-02-08T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1267,complete,surface glycoprotein,Japan:Shizuoka,Homo sapiens,"saliva, oronasopharynx",2023-01-26
BDX23677.1,Severe acute respiratory syndrome coronavirus 2,2023-02-08T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,Japan:Shizuoka,Homo sapiens,"saliva, oronasopharynx",2023-01-05
BDW80469.1,Severe acute respiratory syndrome coronavirus 2,2023-01-31T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,Japan:Shizuoka,Homo sapiens,"saliva, oronasopharynx",2023-01-06
BDX23386.1,Severe acute respiratory syndrome coronavirus 2,2023-02-08T00:00:00Z,CH.1.1,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,"Japan:Shizuoka, Hamamatsu",Homo sapiens,oronasopharynx,2023-01-12
BDU99187.1,Severe acute respiratory syndrome coronavirus 2,2022-12-21T00:00:00Z,CH.1.1,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,"Japan:Shizuoka, center",Homo sapiens,"saliva, oronasopharynx",2022-11-28
BDX14084.1,Severe acute respiratory syndrome coronavirus 2,2023-02-02T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,"Japan:Shizuoka, east",Homo sapiens,oronasopharynx,2022-12-14
BDX14978.1,Severe acute respiratory syndrome coronavirus 2,2023-02-02T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,"Japan:Shizuoka, east",Homo sapiens,oronasopharynx,2022-12-20
BDX15575.1,Severe acute respiratory syndrome coronavirus 2,2023-02-02T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,"Japan:Shizuoka, east",Homo sapiens,oronasopharynx,2022-12-24
BDX15947.1,Severe acute respiratory syndrome coronavirus 2,2023-02-02T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,"Japan:Shizuoka, east",Homo sapiens,oronasopharynx,2022-12-27
BDU97275.1,Severe acute respiratory syndrome coronavirus 2,2022-12-21T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,"Japan:Shizuoka, east",Homo sapiens,oronasopharynx,2022-11-14
BDU97814.1,Severe acute respiratory syndrome coronavirus 2,2022-12-21T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,"Japan:Shizuoka, east",Homo sapiens,oronasopharynx,2022-11-14
BDU48502.1,Severe acute respiratory syndrome coronavirus 2,2022-11-29T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,"Japan:Shizuoka, east",Homo sapiens,oronasopharynx,2022-10-31
BDU48550.1,Severe acute respiratory syndrome coronavirus 2,2022-11-29T00:00:00Z,CH.1.1,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,"Japan:Shizuoka, east",Homo sapiens,oronasopharynx,2022-11-04
BDX14357.1,Severe acute respiratory syndrome coronavirus 2,2023-02-02T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,"Japan:Shizuoka, west",Homo sapiens,"saliva, oronasopharynx",2022-12-19
BDX16781.1,Severe acute respiratory syndrome coronavirus 2,2023-02-02T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,"Japan:Shizuoka, west",Homo sapiens,oronasopharynx,2022-12-27
BDX17020.1,Severe acute respiratory syndrome coronavirus 2,2023-02-02T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,"Japan:Shizuoka, west",Homo sapiens,oronasopharynx,2023-01-04
WAV58735.1,Severe acute respiratory syndrome coronavirus 2,2022-12-20T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1266,complete,surface glycoprotein,Mexico,Homo sapiens,,2022-01-10
WAV61481.1,Severe acute respiratory syndrome coronavirus 2,2022-12-20T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1266,complete,surface glycoprotein,Mexico,Homo sapiens,,2022-01-07
UYE44393.1,Severe acute respiratory syndrome coronavirus 2,2022-10-14T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,New Zealand,Homo sapiens,oronasopharynx,2022-01-15
WAQ63018.1,Severe acute respiratory syndrome coronavirus 2,2022-12-15T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,Nigeria,Homo sapiens,oronasopharynx,2021-12-18
WAS08806.1,Severe acute respiratory syndrome coronavirus 2,2022-12-15T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Russia: Saratov,Homo sapiens,oronasopharynx,2022-09-02
WAS08854.1,Severe acute respiratory syndrome coronavirus 2,2022-12-15T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Russia: Saratov,Homo sapiens,oronasopharynx,2022-09-02
WAS08890.1,Severe acute respiratory syndrome coronavirus 2,2022-12-15T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Russia: Saratov,Homo sapiens,oronasopharynx,2022-11-25
WAS08902.1,Severe acute respiratory syndrome coronavirus 2,2022-12-15T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Russia: Saratov,Homo sapiens,oronasopharynx,2022-11-25
WCD45032.1,Severe acute respiratory syndrome coronavirus 2,2023-01-27T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,South Africa: Northern Cape,Homo sapiens,,2022-11-18
UZR07745.1,Severe acute respiratory syndrome coronavirus 2,2022-11-21T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,South Africa: Western Cape,Homo sapiens,,2022-10-07
UZR08283.1,Severe acute respiratory syndrome coronavirus 2,2022-11-21T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,South Africa: Western Cape,Homo sapiens,,2022-10-17
WDR26260.1,Severe acute respiratory syndrome coronavirus 2,2023-02-23T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1267,complete,surface glycoprotein,USA,Homo sapiens,,2023-01-22
WDR26611.1,Severe acute respiratory syndrome coronavirus 2,2023-02-23T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA,Homo sapiens,,2023-01-23
WDR28604.1,Severe acute respiratory syndrome coronavirus 2,2023-02-23T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA,Homo sapiens,,2023-02-08
WDR28772.1,Severe acute respiratory syndrome coronavirus 2,2023-02-23T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1267,complete,surface glycoprotein,USA,Homo sapiens,,2023-01-16
WDR28851.1,Severe acute respiratory syndrome coronavirus 2,2023-02-23T00:00:00Z,CH.1.1,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2023-02-11
WDR29075.1,Severe acute respiratory syndrome coronavirus 2,2023-02-23T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA,Homo sapiens,,2023-02-01
WDR29280.1,Severe acute respiratory syndrome coronavirus 2,2023-02-23T00:00:00Z,XBB.1.5,4.2/1.18.1.1/v0.1.10/0.3.17,1269,complete,surface glycoprotein,USA,Homo sapiens,,2023-01-21
WDR29504.1,Severe acute respiratory syndrome coronavirus 2,2023-02-23T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA,Homo sapiens,,2023-01-19
WDR29617.1,Severe acute respiratory syndrome coronavirus 2,2023-02-23T00:00:00Z,CH.1.1,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2023-02-07
WDR30486.1,Severe acute respiratory syndrome coronavirus 2,2023-02-23T00:00:00Z,CH.1.1,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2023-02-03
WDR31537.1,Severe acute respiratory syndrome coronavirus 2,2023-02-23T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA,Homo sapiens,,2023-02-09
WDR31605.1,Severe acute respiratory syndrome coronavirus 2,2023-02-23T00:00:00Z,CH.1.1,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2023-02-04
WDR31685.1,Severe acute respiratory syndrome coronavirus 2,2023-02-23T00:00:00Z,BF.7,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA,Homo sapiens,,2023-02-08
WCK80516.1,Severe acute respiratory syndrome coronavirus 2,2023-02-02T00:00:00Z,XBF,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2023-01-18
WCK80655.1,Severe acute respiratory syndrome coronavirus 2,2023-02-02T00:00:00Z,CH.1.1,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2023-01-19
WCK80726.1,Severe acute respiratory syndrome coronavirus 2,2023-02-02T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA,Homo sapiens,,2023-01-13
WBP75284.1,Severe acute respiratory syndrome coronavirus 2,2023-01-10T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA,Homo sapiens,,2022-12-11
WBP75308.1,Severe acute respiratory syndrome coronavirus 2,2023-01-10T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA,Homo sapiens,,2022-12-14
WBP75415.1,Severe acute respiratory syndrome coronavirus 2,2023-01-10T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA,Homo sapiens,,2022-12-08
WBP75666.1,Severe acute respiratory syndrome coronavirus 2,2023-01-10T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA,Homo sapiens,,2022-12-16
WBD90187.1,Severe acute respiratory syndrome coronavirus 2,2022-12-29T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA,Homo sapiens,,2022-12-06
WBD91357.1,Severe acute respiratory syndrome coronavirus 2,2022-12-29T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1267,complete,surface glycoprotein,USA,Homo sapiens,,2022-11-28
WBD91939.1,Severe acute respiratory syndrome coronavirus 2,2022-12-29T00:00:00Z,CH.1.1,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2022-11-30
WBD92483.1,Severe acute respiratory syndrome coronavirus 2,2022-12-29T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2022-11-22
UTH86129.1,Severe acute respiratory syndrome coronavirus 2,2022-07-12T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2022-05-31
UTH86211.1,Severe acute respiratory syndrome coronavirus 2,2022-07-12T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2022-05-23
UTH86306.1,Severe acute respiratory syndrome coronavirus 2,2022-07-12T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2022-05-12
UTH86341.1,Severe acute respiratory syndrome coronavirus 2,2022-07-12T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2022-06-06
UTH86493.1,Severe acute respiratory syndrome coronavirus 2,2022-07-12T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2022-06-06
UMM71320.1,Severe acute respiratory syndrome coronavirus 2,2022-03-03T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2022-02-01
UMM71427.1,Severe acute respiratory syndrome coronavirus 2,2022-03-03T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1272,complete,surface glycoprotein,USA,Homo sapiens,,2022-02-11
UMM71915.1,Severe acute respiratory syndrome coronavirus 2,2022-03-03T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1275,complete,surface glycoprotein,USA,Homo sapiens,,2022-01-31
UMM71999.1,Severe acute respiratory syndrome coronavirus 2,2022-03-03T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2022-01-18
UMM72418.1,Severe acute respiratory syndrome coronavirus 2,2022-03-03T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1275,complete,surface glycoprotein,USA,Homo sapiens,,2022-01-18
UMM72802.1,Severe acute respiratory syndrome coronavirus 2,2022-03-03T00:00:00Z,B.1.1.529,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA,Homo sapiens,,2022-01-31
WBV16150.1,Severe acute respiratory syndrome coronavirus 2,2023-01-19T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA: California,Homo sapiens,oronasopharynx,2023-01-09
WBV16243.1,Severe acute respiratory syndrome coronavirus 2,2023-01-19T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA: California,Homo sapiens,oronasopharynx,2023-01-09
WBV16301.1,Severe acute respiratory syndrome coronavirus 2,2023-01-19T00:00:00Z,CH.1.1,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,USA: California,Homo sapiens,oronasopharynx,2023-01-09
WBV16408.1,Severe acute respiratory syndrome coronavirus 2,2023-01-19T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA: California,Homo sapiens,oronasopharynx,2023-01-09
WBV16586.1,Severe acute respiratory syndrome coronavirus 2,2023-01-19T00:00:00Z,BQ.1,4.2/1.18.1.1/v0.1.10/0.3.17,1268,complete,surface glycoprotein,USA: California,Homo sapiens,oronasopharynx,2023-01-09
