Accession,Organism_Name,Release_Date,Pangolin,PangoVersions,Length,Nuc_Completeness,Protein,Geo_Location,Host,Isolation_Source,Collection_Date
QWU49081.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Bangladesh: Dhaka,Homo sapiens,oronasopharynx,2021-03-01
QWU49104.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Bangladesh: Dhaka,Homo sapiens,oronasopharynx,2021-03-22
QWU49116.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh: Dhaka,Homo sapiens,oronasopharynx,2021-03-23
QWU49128.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh: Dhaka,Homo sapiens,oronasopharynx,2021-02-21
QWU48902.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh: Sylhet,Homo sapiens,oronasopharynx,2020-12-31
UCZ39900.1,Severe acute respiratory syndrome coronavirus 2,2022-10-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Bhutan,Homo sapiens,,2021-04-16
QXF22597.1,Severe acute respiratory syndrome coronavirus 2,2021-12-31T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Brazil: Parana,Homo sapiens,,2021-03-03
QXF22875.1,Severe acute respiratory syndrome coronavirus 2,2021-12-31T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Brazil: Parana,Homo sapiens,,2021-04-10
QXF23426.1,Severe acute respiratory syndrome coronavirus 2,2021-12-31T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Brazil: Parana,Homo sapiens,,2021-04-09
QWL54765.1,Severe acute respiratory syndrome coronavirus 2,2021-06-09T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Cambodia,Homo sapiens,oronasopharynx,2021-03-16
QZZ41640.1,Severe acute respiratory syndrome coronavirus 2,2021-09-07T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Denmark,Homo sapiens,oronasopharynx,2021-05-29
QZW17447.1,Severe acute respiratory syndrome coronavirus 2,2021-09-02T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Djibouti,Homo sapiens,,2021-03-03
QZW17459.1,Severe acute respiratory syndrome coronavirus 2,2021-09-02T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Djibouti,Homo sapiens,,2021-02-27
QZW17493.1,Severe acute respiratory syndrome coronavirus 2,2021-09-02T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Djibouti,Homo sapiens,,2021-03-03
QZP75627.1,Severe acute respiratory syndrome coronavirus 2,2021-08-31T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Djibouti,Homo sapiens,,2021-04-12
QZP75783.1,Severe acute respiratory syndrome coronavirus 2,2021-08-31T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Djibouti,Homo sapiens,,2021-03-10
QWS77513.1,Severe acute respiratory syndrome coronavirus 2,2021-06-15T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Djibouti: Camp Lemonnier,Homo sapiens,,2021-01-20
QWS77525.1,Severe acute respiratory syndrome coronavirus 2,2021-06-15T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Djibouti: Camp Lemonnier,Homo sapiens,,2021-02-28
QWS77537.1,Severe acute respiratory syndrome coronavirus 2,2021-06-15T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Djibouti: Camp Lemonnier,Homo sapiens,,2021-02-28
QWS77549.1,Severe acute respiratory syndrome coronavirus 2,2021-06-15T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Djibouti: Camp Lemonnier,Homo sapiens,,2021-03-12
QWS77561.1,Severe acute respiratory syndrome coronavirus 2,2021-06-15T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Djibouti: Camp Lemonnier,Homo sapiens,,2021-03-07
QQV26699.1,Severe acute respiratory syndrome coronavirus 2,2021-01-29T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Dominican Republic,Homo sapiens,,2020-12-27
UAN19445.1,Severe acute respiratory syndrome coronavirus 2,2021-09-14T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-09-03
QWQ56489.1,Severe acute respiratory syndrome coronavirus 2,2021-06-14T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-05-17
QWQ56549.1,Severe acute respiratory syndrome coronavirus 2,2021-06-14T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-05-08
QWQ56597.1,Severe acute respiratory syndrome coronavirus 2,2021-06-14T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-05-08
QWQ56836.1,Severe acute respiratory syndrome coronavirus 2,2021-06-14T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-03-20
QWQ56860.1,Severe acute respiratory syndrome coronavirus 2,2021-06-14T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-03-07
QWQ56944.1,Severe acute respiratory syndrome coronavirus 2,2021-06-14T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-05-10
QWQ59662.1,Severe acute respiratory syndrome coronavirus 2,2021-06-14T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-03-01
QWF10089.1,Severe acute respiratory syndrome coronavirus 2,2021-06-07T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-05-01
QTU35065.1,Severe acute respiratory syndrome coronavirus 2,2021-04-13T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-04-01
UCN20209.1,Severe acute respiratory syndrome coronavirus 2,2021-10-11T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Finland,Homo sapiens,oronasopharynx,2021
UCN20221.1,Severe acute respiratory syndrome coronavirus 2,2021-10-11T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Finland,Homo sapiens,oronasopharynx,2021
QZN05603.1,Severe acute respiratory syndrome coronavirus 2,2021-08-27T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Finland,Homo sapiens,,2021-01-28
QSS48541.1,Severe acute respiratory syndrome coronavirus 2,2021-03-09T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Finland,Homo sapiens,oronasopharynx,2020-12-18
UJZ27426.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Germany,Homo sapiens,,2021-03-25
QTH25075.1,Severe acute respiratory syndrome coronavirus 2,2021-03-29T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Germany,Homo sapiens,,2020-12-22
QWA53375.2,Severe acute respiratory syndrome coronavirus 2,2021-05-31T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,"Germany: Bavaria, Bayreuth",Homo sapiens,,2021-01-12
QWF08409.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Ghana,Homo sapiens,,2021-01-16
QWF08444.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Ghana,Homo sapiens,,2021-03-08
QWF08456.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Ghana,Homo sapiens,,2021-03-12
QWF08490.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Ghana,Homo sapiens,,2021-03-11
QWF08513.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Ghana,Homo sapiens,,2021-03-12
QWF08537.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Ghana,Homo sapiens,,2021-02-19
QWF08549.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Ghana,Homo sapiens,,2021-02-19
QWF08573.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Ghana,Homo sapiens,,2021-02-19
QWF08585.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Ghana,Homo sapiens,,2021-03-12
QWF08608.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Ghana,Homo sapiens,,2021-01-31
QVQ62969.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2021-04-05
QVQ63869.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2021-01-04
QVQ64373.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2021-03-10
QVQ64505.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2021-03-13
QVQ64529.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2021-03-15
QVQ64565.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2021-04-04
QVQ64577.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2021-04-04
QVQ64589.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2021-04-04
QVQ64745.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2021-04-08
QVQ64769.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2020-12-08
QYM89445.1,Severe acute respiratory syndrome coronavirus 2,2021-08-09T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2021-04-22
QYM89669.1,Severe acute respiratory syndrome coronavirus 2,2021-08-09T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2021-04-16
QWU18597.1,Severe acute respiratory syndrome coronavirus 2,2021-06-19T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2021-05-04
QWK65195.1,Severe acute respiratory syndrome coronavirus 2,2021-06-09T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2021-04-06
QWK35476.1,Severe acute respiratory syndrome coronavirus 2,2021-06-08T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2021-04-07
QRN68342.1,Severe acute respiratory syndrome coronavirus 2,2021-02-12T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,India: Anand,Homo sapiens,,2020-12-22
QYM54880.1,Severe acute respiratory syndrome coronavirus 2,2021-08-09T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,"India: Asia, Madhya Pradesh",Homo sapiens,,2021-03-08
QXN66688.1,Severe acute respiratory syndrome coronavirus 2,2021-07-15T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,India: Madhya Pradesh,Homo sapiens,,2021-03-08
QXN66832.1,Severe acute respiratory syndrome coronavirus 2,2021-07-15T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,India: Madhya Pradesh,Homo sapiens,,2021-03-05
QRN74926.1,Severe acute respiratory syndrome coronavirus 2,2021-02-12T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1272,complete,surface glycoprotein,India: Vadodara,Homo sapiens,,2020-12-25
QWN55991.1,Severe acute respiratory syndrome coronavirus 2,2021-06-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-11
QWN56015.1,Severe acute respiratory syndrome coronavirus 2,2021-06-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-17
QWN56049.1,Severe acute respiratory syndrome coronavirus 2,2021-06-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-20
QWN56061.1,Severe acute respiratory syndrome coronavirus 2,2021-06-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-20
QWN56073.1,Severe acute respiratory syndrome coronavirus 2,2021-06-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-21
QUW05146.1,Severe acute respiratory syndrome coronavirus 2,2021-05-07T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-20
QUW05158.1,Severe acute respiratory syndrome coronavirus 2,2021-05-07T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-19
QUW05170.1,Severe acute respiratory syndrome coronavirus 2,2021-05-07T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Iraq,Homo sapiens,oronasopharynx,2020-12-29
QUW05182.1,Severe acute respiratory syndrome coronavirus 2,2021-05-07T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-10
QUW05194.1,Severe acute respiratory syndrome coronavirus 2,2021-05-07T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Iraq,Homo sapiens,oronasopharynx,2021-01-20
UCS67011.1,Severe acute respiratory syndrome coronavirus 2,2021-10-13T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Kenya,Homo sapiens,,2021-05-18
UCS67076.1,Severe acute respiratory syndrome coronavirus 2,2021-10-13T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Kenya,Homo sapiens,,2021-05-20
UCS67099.1,Severe acute respiratory syndrome coronavirus 2,2021-10-13T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Kenya,Homo sapiens,,2021-05-10
UCS68282.1,Severe acute respiratory syndrome coronavirus 2,2021-10-13T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Kenya,Homo sapiens,,2021-04-01
UCS68340.1,Severe acute respiratory syndrome coronavirus 2,2021-10-13T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Kenya,Homo sapiens,,2021-04-14
UCS68399.1,Severe acute respiratory syndrome coronavirus 2,2021-10-13T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Kenya,Homo sapiens,,2021-04-15
UCS68435.1,Severe acute respiratory syndrome coronavirus 2,2021-10-13T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Kenya,Homo sapiens,,2021-04-24
UCS68549.1,Severe acute respiratory syndrome coronavirus 2,2021-10-13T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Kenya,Homo sapiens,,2021-04-26
UCS68573.1,Severe acute respiratory syndrome coronavirus 2,2021-10-13T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Kenya,Homo sapiens,,2021-04-28
UCS68688.1,Severe acute respiratory syndrome coronavirus 2,2021-10-13T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Kenya,Homo sapiens,,2021-04-30
QUL70525.1,Severe acute respiratory syndrome coronavirus 2,2021-04-29T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Libya,Homo sapiens,oronasopharynx,2021-02-25
QUL70727.1,Severe acute respiratory syndrome coronavirus 2,2021-04-29T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,Libya,Homo sapiens,oronasopharynx,2021-02-25
UFD94757.1,Severe acute respiratory syndrome coronavirus 2,2021-11-19T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Mexico,Homo sapiens,,2021-05-30
