Accession,Organism_Name,Release_Date,Pangolin,PangoVersions,Length,Nuc_Completeness,Protein,Geo_Location,Host,Isolation_Source,Collection_Date
ULD55227.1,Severe acute respiratory syndrome coronavirus 2,2022-02-17T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-14
ULD55404.1,Severe acute respiratory syndrome coronavirus 2,2022-02-17T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-09-04
ULB72969.1,Severe acute respiratory syndrome coronavirus 2,2022-02-16T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-26
ULB73005.1,Severe acute respiratory syndrome coronavirus 2,2022-02-16T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-26
UIX58061.1,Severe acute respiratory syndrome coronavirus 2,2022-01-15T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-07
UIX58156.1,Severe acute respiratory syndrome coronavirus 2,2022-01-15T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-07
UIX64161.1,Severe acute respiratory syndrome coronavirus 2,2022-01-15T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-17
UHW99865.1,Severe acute respiratory syndrome coronavirus 2,2022-01-02T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-11-14
UHW99980.1,Severe acute respiratory syndrome coronavirus 2,2022-01-02T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-02
UHX00017.1,Severe acute respiratory syndrome coronavirus 2,2022-01-02T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-02
UHX00052.1,Severe acute respiratory syndrome coronavirus 2,2022-01-02T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-02
UHX00100.1,Severe acute respiratory syndrome coronavirus 2,2022-01-02T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-02
UHK30778.1,Severe acute respiratory syndrome coronavirus 2,2021-12-22T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-07-15
UHD96007.1,Severe acute respiratory syndrome coronavirus 2,2021-12-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-07-09
UIJ16492.1,Severe acute respiratory syndrome coronavirus 2,2022-06-28T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,oronasopharynx,2021-07-01
UIJ16576.1,Severe acute respiratory syndrome coronavirus 2,2022-06-28T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,oronasopharynx,2021-08-14
UIJ16708.1,Severe acute respiratory syndrome coronavirus 2,2022-06-28T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,oronasopharynx,2021-08-06
URA54516.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-08-14
URB07350.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-09-07
URB13811.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-10-07
UIA77211.1,Severe acute respiratory syndrome coronavirus 2,2022-01-05T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Canada: Saskatchewan,Homo sapiens,,2021-12-28
UIC76247.1,Severe acute respiratory syndrome coronavirus 2,2022-02-11T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Chile,Homo sapiens,oronasopharynx,2021-10-18
UHY65676.1,Severe acute respiratory syndrome coronavirus 2,2022-01-03T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,China: Beijing,Homo sapiens,oronasopharynx,2021-08-11
UNQ84333.1,Severe acute respiratory syndrome coronavirus 2,2022-03-25T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,China: Hong Kong,Homo sapiens,,2021-09
UJW42518.1,Severe acute respiratory syndrome coronavirus 2,2022-01-31T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Denmark,Homo sapiens,oronasopharynx,2021-05-04
UJW68562.1,Severe acute respiratory syndrome coronavirus 2,2022-01-31T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Denmark,Homo sapiens,oronasopharynx,2021-04-02
UIG84633.1,Severe acute respiratory syndrome coronavirus 2,2022-01-07T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Dominican Republic,Homo sapiens,,2021-10-18
UED88838.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-22
UED88862.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-23
UED88874.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-23
UED88886.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-23
UED88898.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-23
UED88910.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-23
UAN19624.1,Severe acute respiratory syndrome coronavirus 2,2021-09-14T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-08-31
UAN19672.1,Severe acute respiratory syndrome coronavirus 2,2021-09-14T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-08-30
UAN19708.1,Severe acute respiratory syndrome coronavirus 2,2021-09-14T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-08-29
UAN19720.1,Severe acute respiratory syndrome coronavirus 2,2021-09-14T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-08-30
UAN19732.1,Severe acute respiratory syndrome coronavirus 2,2021-09-14T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-08-30
UAN19744.1,Severe acute respiratory syndrome coronavirus 2,2021-09-14T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Egypt,Homo sapiens,oronasopharynx,2021-08-30
UQT23194.1,Severe acute respiratory syndrome coronavirus 2,2022-05-17T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Finland,Homo sapiens,,2021-05-05
UUL68816.1,Severe acute respiratory syndrome coronavirus 2,2022-08-05T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,oronasopharynx,2022-01-07
UTS87353.1,Severe acute respiratory syndrome coronavirus 2,2022-07-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-11-29
UPZ57258.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-10-27
UPZ57402.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-10-25
UPZ60240.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-10-25
UPZ77661.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-11-05
UPZ80540.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-11-02
UPZ82911.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-11-08
UPZ82934.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-11-02
UPZ83030.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-11-04
UQA00428.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-11-09
UQA00440.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-11-13
UQA01096.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-08-20
UQA02235.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-08-22
UQA02259.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-08-22
UQA14587.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-09-05
UQA14599.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-09-05
UQA14611.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-09-05
UQA15018.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-08-31
UQA15317.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-09-04
UQC10677.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-09-04
UQC11034.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-09-05
UQC11562.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-09-04
UQC13056.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-09-05
UQC13415.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-09-05
UQD38688.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-12-20
UQD38772.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-12-20
UQD38962.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-12-20
UQD39009.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-12-20
UQD39200.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-12-20
UPD33509.1,Severe acute respiratory syndrome coronavirus 2,2022-04-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1270,complete,surface glycoprotein,France,Homo sapiens,,2021-10-12
UPD33521.1,Severe acute respiratory syndrome coronavirus 2,2022-04-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-10-12
UPD33545.1,Severe acute respiratory syndrome coronavirus 2,2022-04-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-10-12
UPD33605.1,Severe acute respiratory syndrome coronavirus 2,2022-04-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-10-12
UPD33641.1,Severe acute respiratory syndrome coronavirus 2,2022-04-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-10-12
UPB78003.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-12-14
UPB78446.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-12-15
UPB78768.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-12-15
UPB79750.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-12-14
UPC90947.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-07-09
UPC94693.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-07-23
UPC99664.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-07-24
UPC99904.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,France,Homo sapiens,,2021-07-24
ULE43631.1,Severe acute respiratory syndrome coronavirus 2,2022-02-17T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Gabon,Homo sapiens,oronasopharynx,2021-08-30
ULE44268.1,Severe acute respiratory syndrome coronavirus 2,2022-02-17T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Gabon,Homo sapiens,oronasopharynx,2021-09-20
UJZ25385.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Germany,Homo sapiens,,2021-09-18
UJZ25480.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Germany,Homo sapiens,,2021-09-20
UJZ29172.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Germany,Homo sapiens,,2021-08-09
UJZ29529.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Germany,Homo sapiens,,2021-08-04
UJZ34411.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Germany,Homo sapiens,,2021-10-12
UJZ34507.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Germany,Homo sapiens,,2021-10-05
URE85003.1,Severe acute respiratory syndrome coronavirus 2,2022-05-25T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2021-12-07
URE85218.1,Severe acute respiratory syndrome coronavirus 2,2022-05-25T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2021-12-15
URE85230.1,Severe acute respiratory syndrome coronavirus 2,2022-05-25T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2021-12-15
URE85314.1,Severe acute respiratory syndrome coronavirus 2,2022-05-25T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,Hong Kong,Homo sapiens,,2021-12-16
UXX52630.1,Severe acute respiratory syndrome coronavirus 2,2022-12-05T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,India,Homo sapiens,,2021
UXX52690.1,Severe acute respiratory syndrome coronavirus 2,2022-12-05T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,India,Homo sapiens,,2021
UXX52714.1,Severe acute respiratory syndrome coronavirus 2,2022-12-05T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,India,Homo sapiens,,2021
UXX52726.1,Severe acute respiratory syndrome coronavirus 2,2022-12-05T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1271,complete,surface glycoprotein,India,Homo sapiens,,2021
UZD11209.1,Severe acute respiratory syndrome coronavirus 2,2022-11-06T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2021-04-15
UZD11232.1,Severe acute respiratory syndrome coronavirus 2,2022-11-06T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2021-04-15
UZD11244.1,Severe acute respiratory syndrome coronavirus 2,2022-11-06T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2021-04-15
UZD11256.1,Severe acute respiratory syndrome coronavirus 2,2022-11-06T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2021-04-15
UZC40658.1,Severe acute respiratory syndrome coronavirus 2,2022-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2022-01-19
UZC40670.1,Severe acute respiratory syndrome coronavirus 2,2022-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2022-01-20
UZC40684.1,Severe acute respiratory syndrome coronavirus 2,2022-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2022-01-20
UZC40697.1,Severe acute respiratory syndrome coronavirus 2,2022-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2021-04-15
UYW65936.1,Severe acute respiratory syndrome coronavirus 2,2022-11-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2021-04-23
UYW65948.1,Severe acute respiratory syndrome coronavirus 2,2022-11-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2021-04-23
UYW65961.1,Severe acute respiratory syndrome coronavirus 2,2022-11-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,India,Homo sapiens,oronasopharynx,2021-06-30
