Accession,Organism_Name,Release_Date,Pangolin,PangoVersions,Length,Nuc_Completeness,Protein,Geo_Location,Host,Isolation_Source,Collection_Date
URA71187.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-07-06
URA71199.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-07-09
URA71223.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-07-02
URA71235.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-07-02
URA71247.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-07-09
URA71259.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-07-13
URA71307.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-03
URA71319.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-07
URA79844.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-12
URA79880.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-12
URA79892.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-12
URA79916.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-12
URA79928.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-12
URA79940.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-12
URA79964.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-12
URA79976.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-12
URA80248.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-05-03
URA80549.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-14
URA85058.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-01
URA85070.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-01
URA85094.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-01
URA85106.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-01
URA85118.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-01
URA85130.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-01
URA85142.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-01
URA85154.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-01
URA85190.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-01
URA85202.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil,Homo sapiens,,2021-06-01
QXF22408.1,Severe acute respiratory syndrome coronavirus 2,2021-07-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Parana,Homo sapiens,,2021-03-07
QXF22432.1,Severe acute respiratory syndrome coronavirus 2,2021-07-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Parana,Homo sapiens,,2021-03-07
QXF22468.1,Severe acute respiratory syndrome coronavirus 2,2021-07-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Parana,Homo sapiens,,2021-03-02
QXF22492.1,Severe acute respiratory syndrome coronavirus 2,2021-07-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Parana,Homo sapiens,,2021-03-01
QXF22504.1,Severe acute respiratory syndrome coronavirus 2,2021-07-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Parana,Homo sapiens,,2021-03-05
QXF22516.1,Severe acute respiratory syndrome coronavirus 2,2021-07-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Parana,Homo sapiens,,2021-03-01
QXF22528.1,Severe acute respiratory syndrome coronavirus 2,2021-07-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Parana,Homo sapiens,,2021-03-06
QXF22540.1,Severe acute respiratory syndrome coronavirus 2,2021-07-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Parana,Homo sapiens,,2021-03-06
QXF22552.1,Severe acute respiratory syndrome coronavirus 2,2021-07-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Parana,Homo sapiens,,2021-03-06
WCZ78214.1,Severe acute respiratory syndrome coronavirus 2,2023-02-13T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Rio de Janeiro,Homo sapiens,,2020-04-29
UZW44848.1,Severe acute respiratory syndrome coronavirus 2,2022-11-28T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Sao Paulo,Homo sapiens,oronasopharynx,2021-08-13
UZW45006.1,Severe acute respiratory syndrome coronavirus 2,2022-11-28T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Sao Paulo,Homo sapiens,oronasopharynx,2021-08-14
UZW45310.1,Severe acute respiratory syndrome coronavirus 2,2022-11-28T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Sao Paulo,Homo sapiens,oronasopharynx,2021-08-06
UZW45486.1,Severe acute respiratory syndrome coronavirus 2,2022-11-28T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Sao Paulo,Homo sapiens,oronasopharynx,2021-08-10
UZW45510.1,Severe acute respiratory syndrome coronavirus 2,2022-11-28T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Sao Paulo,Homo sapiens,oronasopharynx,2021-08-06
UZW45965.1,Severe acute respiratory syndrome coronavirus 2,2022-11-28T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Sao Paulo,Homo sapiens,oronasopharynx,2021-08-11
UZW48272.1,Severe acute respiratory syndrome coronavirus 2,2022-11-28T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Sao Paulo,Homo sapiens,oronasopharynx,2021-08-16
UZW48320.1,Severe acute respiratory syndrome coronavirus 2,2022-11-28T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Sao Paulo,Homo sapiens,oronasopharynx,2021-08-16
UZW48392.1,Severe acute respiratory syndrome coronavirus 2,2022-11-28T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Sao Paulo,Homo sapiens,oronasopharynx,2021-08-17
UZW49303.1,Severe acute respiratory syndrome coronavirus 2,2022-11-28T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Brazil: Sao Paulo,Homo sapiens,oronasopharynx,2021-08-16
UJO71336.1,Severe acute respiratory syndrome coronavirus 2,2022-01-24T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Canada,Homo sapiens,,2021-04-20
UIC73863.1,Severe acute respiratory syndrome coronavirus 2,2022-02-11T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Chile,Homo sapiens,oronasopharynx,2021-08-08
UIC73983.1,Severe acute respiratory syndrome coronavirus 2,2022-02-11T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Chile,Homo sapiens,oronasopharynx,2021-08-06
UIC73995.1,Severe acute respiratory syndrome coronavirus 2,2022-02-11T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Chile,Homo sapiens,oronasopharynx,2021-08-08
UIC74007.1,Severe acute respiratory syndrome coronavirus 2,2022-02-11T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Chile,Homo sapiens,oronasopharynx,2021-08-07
UIC74031.1,Severe acute respiratory syndrome coronavirus 2,2022-02-11T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Chile,Homo sapiens,oronasopharynx,2021-09-21
UIC74043.1,Severe acute respiratory syndrome coronavirus 2,2022-02-11T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Chile,Homo sapiens,oronasopharynx,2021-09-21
UIC74707.1,Severe acute respiratory syndrome coronavirus 2,2022-02-11T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Chile,Homo sapiens,oronasopharynx,2021-09-28
UIC74731.1,Severe acute respiratory syndrome coronavirus 2,2022-02-11T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Chile,Homo sapiens,oronasopharynx,2021-09-29
UNJ27343.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Dominican Republic,Homo sapiens,oronasopharynx,2021-05-20
UNJ27388.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Dominican Republic,Homo sapiens,oronasopharynx,2021-05-21
UNJ27423.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Dominican Republic,Homo sapiens,oronasopharynx,2021-05-10
UNJ27866.1,Severe acute respiratory syndrome coronavirus 2,2022-03-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Dominican Republic,Homo sapiens,oronasopharynx,2021-05-21
UTS87283.1,Severe acute respiratory syndrome coronavirus 2,2022-07-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,France,Homo sapiens,,2021-01-27
UQC43637.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,France,Homo sapiens,,2021-07-26
UQC43649.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,France,Homo sapiens,,2021-07-26
UQC43661.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,France,Homo sapiens,,2021-07-26
UQC43673.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,France,Homo sapiens,,2021-07-26
UQC43685.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,France,Homo sapiens,,2021-07-26
UQC43709.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,France,Homo sapiens,,2021-07-28
UQC43721.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,France,Homo sapiens,,2021-07-28
UQC43733.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,France,Homo sapiens,,2021-07-28
UQC43745.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,France,Homo sapiens,,2021-07-28
UQC43757.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,France,Homo sapiens,,2021-07-31
UQC43769.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,France,Homo sapiens,,2021-07-31
UJZ32559.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Germany,Homo sapiens,,2021-04-16
UJZ32924.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Germany,Homo sapiens,,2021-05-31
UJZ33060.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Germany,Homo sapiens,,2021-06-02
UJZ33129.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Germany,Homo sapiens,,2021-06-07
QWW27582.1,Severe acute respiratory syndrome coronavirus 2,2021-10-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,"Germany: Bavaria, Augsburg",Homo sapiens,,2021-02-25
QRX39401.1,Severe acute respiratory syndrome coronavirus 2,2021-02-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Italy,Homo sapiens,oronasopharynx,2021-01-18
QRX39425.1,Severe acute respiratory syndrome coronavirus 2,2021-02-20T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Italy,Homo sapiens,oronasopharynx,2021-01-18
WAP37945.1,Severe acute respiratory syndrome coronavirus 2,2022-12-14T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Laos: Xieng Khouang,Homo sapiens,,2021-11-24
UCK93998.1,Severe acute respiratory syndrome coronavirus 2,2021-10-08T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Mexico,Homo sapiens,,2021-02-03
UDB15450.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Mexico: Baja California,Homo sapiens,oronasopharynx,2021-06-29
UDB15928.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Mexico: Baja California,Homo sapiens,oronasopharynx,2021-06-29
UDB15998.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Mexico: Chihuahua,Homo sapiens,oronasopharynx,2021-06-28
UDB15473.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-07-03
UDB15507.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-06-28
UDB15642.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-06-28
UDB15869.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-07-03
UDB15893.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-07-06
UDB15940.1,Severe acute respiratory syndrome coronavirus 2,2021-10-18T00:00:00Z,P.1,4.2/1.18.1.1/v0.1.10/0.3.17,1273,complete,surface glycoprotein,Mexico: Sonora,Homo sapiens,oronasopharynx,2021-07-03
