Accession,Organism_Name,Release_Date,Pangolin,PangoVersions,Length,Nuc_Completeness,Protein,Geo_Location,Host,Isolation_Source,Collection_Date
USX88695.1,Severe acute respiratory syndrome coronavirus 2,2022-07-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-07-07
ULD55235.1,Severe acute respiratory syndrome coronavirus 2,2022-02-17T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-14
ULB72977.1,Severe acute respiratory syndrome coronavirus 2,2022-02-16T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-26
UIX58069.1,Severe acute respiratory syndrome coronavirus 2,2022-01-15T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-07
UHW99873.1,Severe acute respiratory syndrome coronavirus 2,2022-01-02T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-11-14
UHX00108.1,Severe acute respiratory syndrome coronavirus 2,2022-01-02T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-02
UHS64566.1,Severe acute respiratory syndrome coronavirus 2,2021-12-29T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-01
UHQ29753.1,Severe acute respiratory syndrome coronavirus 2,2021-12-27T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-09-22
UHM93744.1,Severe acute respiratory syndrome coronavirus 2,2021-12-23T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-12
UHM93875.1,Severe acute respiratory syndrome coronavirus 2,2021-12-23T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-08-12
UHK30227.1,Severe acute respiratory syndrome coronavirus 2,2021-12-22T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-07-13
UHJ32079.1,Severe acute respiratory syndrome coronavirus 2,2021-12-21T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-07-10
UHJ32447.1,Severe acute respiratory syndrome coronavirus 2,2021-12-21T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-07-11
UHD95648.1,Severe acute respiratory syndrome coronavirus 2,2021-12-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-07-07
UHC62493.1,Severe acute respiratory syndrome coronavirus 2,2021-12-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh,Homo sapiens,oronasopharynx,2021-06-29
QWT51812.1,Severe acute respiratory syndrome coronavirus 2,2021-06-17T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh: Chattogram,Homo sapiens,oronasopharynx,2021-05-30
QWT51742.1,Severe acute respiratory syndrome coronavirus 2,2021-06-17T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh: Dinajpur,Homo sapiens,oronasopharynx,2021-05-27
QWT51754.1,Severe acute respiratory syndrome coronavirus 2,2021-06-17T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh: Dinajpur,Homo sapiens,oronasopharynx,2021-05-27
QXE56644.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh: Sylhet,Homo sapiens,oronasopharynx,2021-06-20
UIJ16500.1,Severe acute respiratory syndrome coronavirus 2,2022-06-28T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Brazil,Homo sapiens,oronasopharynx,2021-07-01
UIJ16584.1,Severe acute respiratory syndrome coronavirus 2,2022-06-28T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Brazil,Homo sapiens,oronasopharynx,2021-08-14
UIJ16668.1,Severe acute respiratory syndrome coronavirus 2,2022-06-28T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Brazil,Homo sapiens,oronasopharynx,2021-08-12
UIJ16704.1,Severe acute respiratory syndrome coronavirus 2,2022-06-28T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Brazil,Homo sapiens,oronasopharynx,2021-08-02
URA53876.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Brazil,Homo sapiens,,2021-08-13
URA54524.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Brazil,Homo sapiens,,2021-08-14
URB07358.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Brazil,Homo sapiens,,2021-09-07
URB13819.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Brazil,Homo sapiens,,2021-10-07
URB24943.1,Severe acute respiratory syndrome coronavirus 2,2022-05-24T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Brazil,Homo sapiens,,2021-10-05
UIA77219.1,Severe acute respiratory syndrome coronavirus 2,2022-01-05T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Canada: Saskatchewan,Homo sapiens,,2021-12-28
UIC76255.1,Severe acute respiratory syndrome coronavirus 2,2022-02-11T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Chile,Homo sapiens,oronasopharynx,2021-10-18
UHY65684.1,Severe acute respiratory syndrome coronavirus 2,2022-01-03T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,China: Beijing,Homo sapiens,oronasopharynx,2021-08-11
UNQ84341.1,Severe acute respiratory syndrome coronavirus 2,2022-03-25T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,China: Hong Kong,Homo sapiens,,2021-09
UJW42526.1,Severe acute respiratory syndrome coronavirus 2,2022-01-31T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Denmark,Homo sapiens,oronasopharynx,2021-05-04
UJW68570.1,Severe acute respiratory syndrome coronavirus 2,2022-01-31T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Denmark,Homo sapiens,oronasopharynx,2021-04-02
UIG84641.1,Severe acute respiratory syndrome coronavirus 2,2022-01-07T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Dominican Republic,Homo sapiens,,2021-10-18
UED88846.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-22
UED88870.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-23
UED88882.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-23
UED89158.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-21
UED89194.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-21
UED89206.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-21
UED89350.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-19
UED89362.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-19
UED89386.1,Severe acute respiratory syndrome coronavirus 2,2021-11-04T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-10-19
UAN19249.1,Severe acute respiratory syndrome coronavirus 2,2021-09-14T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-09-01
UAN19273.1,Severe acute respiratory syndrome coronavirus 2,2021-09-14T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-09-01
UAN19297.1,Severe acute respiratory syndrome coronavirus 2,2021-09-14T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-09-02
UQT23202.1,Severe acute respiratory syndrome coronavirus 2,2022-05-17T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Finland,Homo sapiens,,2021-05-05
UYA25723.1,Severe acute respiratory syndrome coronavirus 2,2022-10-11T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,oronasopharynx,2022-01-04
UUL68824.1,Severe acute respiratory syndrome coronavirus 2,2022-08-05T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,oronasopharynx,2022-01-07
UTS87361.1,Severe acute respiratory syndrome coronavirus 2,2022-07-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-29
UPZ57266.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-10-27
UPZ57410.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-10-25
UPZ83502.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-08
UPZ83514.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-08
UPZ83574.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-08
UPZ88128.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-22
UPZ88655.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-05
UQC10603.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-09-04
UQC10685.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-09-04
UQC11042.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-09-05
UQC11570.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-09-04
UQC13064.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-09-05
UQC16081.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-09-16
UQC16237.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-09-16
UQC17661.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-09-23
UQC17673.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-09-23
UQC18294.1,Severe acute respiratory syndrome coronavirus 2,2022-05-09T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-09-23
UPD34860.1,Severe acute respiratory syndrome coronavirus 2,2022-04-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-10-13
UPD34931.1,Severe acute respiratory syndrome coronavirus 2,2022-04-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-10-13
UPD34943.1,Severe acute respiratory syndrome coronavirus 2,2022-04-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-10-13
UPD34979.1,Severe acute respiratory syndrome coronavirus 2,2022-04-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-10-13
UPD35003.1,Severe acute respiratory syndrome coronavirus 2,2022-04-20T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-10-13
UPB26945.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2022-01-04
UPB28128.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-22
UPB28152.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-22
UPB28164.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-22
UPB28187.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-22
UPB52456.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-17
UPB52468.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-22
UPB52480.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-17
UPB52492.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-11-17
UPB55009.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-12-03
ULE43639.1,Severe acute respiratory syndrome coronavirus 2,2022-02-17T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Gabon,Homo sapiens,oronasopharynx,2021-08-30
ULE44276.1,Severe acute respiratory syndrome coronavirus 2,2022-02-17T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Gabon,Homo sapiens,oronasopharynx,2021-09-20
UJZ23648.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-05-06
UJZ23776.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-10-20
UJZ23834.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-10-22
UJZ25203.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-09-13
UJZ25393.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-09-18
UJZ25488.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-09-20
UJZ29874.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-08-08
UJZ29898.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-08-16
UJZ29945.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-08-16
UJZ29981.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-08-18
URE85011.1,Severe acute respiratory syndrome coronavirus 2,2022-05-25T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-12-07
URE85226.1,Severe acute respiratory syndrome coronavirus 2,2022-05-25T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-12-15
URE85238.1,Severe acute respiratory syndrome coronavirus 2,2022-05-25T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-12-15
URE85322.1,Severe acute respiratory syndrome coronavirus 2,2022-05-25T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-12-16
UXX52437.1,Severe acute respiratory syndrome coronavirus 2,2022-12-05T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,,2021
UXX52638.1,Severe acute respiratory syndrome coronavirus 2,2022-12-05T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,,2021
UXX52698.1,Severe acute respiratory syndrome coronavirus 2,2022-12-05T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,,2021
UXX52722.1,Severe acute respiratory syndrome coronavirus 2,2022-12-05T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,,2021
UXX52734.1,Severe acute respiratory syndrome coronavirus 2,2022-12-05T00:00:00Z,B.1.617.2,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,,2021
