Accession,Organism_Name,Release_Date,Pangolin,PangoVersions,Length,Nuc_Completeness,Protein,Geo_Location,Host,Isolation_Source,Collection_Date
QXJ78275.1,Severe acute respiratory syndrome coronavirus 2,2021-07-08T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti,Homo sapiens,oronasopharynx,2021-03-31
QXJ78287.1,Severe acute respiratory syndrome coronavirus 2,2021-07-08T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti,Homo sapiens,oronasopharynx,2021-04-01
QWS77485.1,Severe acute respiratory syndrome coronavirus 2,2021-06-15T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti: Camp Lemonnier,Homo sapiens,,2021-04-01
QWS77761.1,Severe acute respiratory syndrome coronavirus 2,2021-06-15T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti: Camp Lemonnier,Homo sapiens,,2021-03-09
QWS77797.1,Severe acute respiratory syndrome coronavirus 2,2021-06-15T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti: Camp Lemonnier,Homo sapiens,,2021-03-25
QWS77821.1,Severe acute respiratory syndrome coronavirus 2,2021-06-15T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti: Camp Lemonnier,Homo sapiens,,2021-03-27
QWS77833.1,Severe acute respiratory syndrome coronavirus 2,2021-06-15T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti: Camp Lemonnier,Homo sapiens,,2021-03-28
UQT23179.1,Severe acute respiratory syndrome coronavirus 2,2022-05-17T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Finland,Homo sapiens,,2021-01-07
UCN20205.1,Severe acute respiratory syndrome coronavirus 2,2021-10-11T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Finland,Homo sapiens,oronasopharynx,2021
QZN05042.1,Severe acute respiratory syndrome coronavirus 2,2021-08-27T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Finland,Homo sapiens,oronasopharynx,2021-01-07
UPC36772.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-04-02
UPC38053.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-03-30
UPC39258.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-03-26
UPC39641.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-04-19
UPC39760.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-04-18
UPC40259.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-05-03
UPC61736.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-01-25
UPC94772.1,Severe acute respiratory syndrome coronavirus 2,2022-04-19T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,France,Homo sapiens,,2021-07-20
UJZ29619.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-03-26
UJZ30979.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-03-16
UJZ33571.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-03-16
UJY52710.1,Severe acute respiratory syndrome coronavirus 2,2022-01-31T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-03-01
QTH25059.1,Severe acute respiratory syndrome coronavirus 2,2021-03-29T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-01-13
QWA53395.1,Severe acute respiratory syndrome coronavirus 2,2021-05-31T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,"Germany: Bavaria, Rosenheim",Homo sapiens,,2021-01-12
QRN78223.1,Severe acute respiratory syndrome coronavirus 2,2021-02-12T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-01-10
QRN78283.1,Severe acute respiratory syndrome coronavirus 2,2021-02-12T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-01-12
QRN78355.1,Severe acute respiratory syndrome coronavirus 2,2021-02-12T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-01-14
UJS01062.1,Severe acute respiratory syndrome coronavirus 2,2022-01-27T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-04-29
UIO84979.1,Severe acute respiratory syndrome coronavirus 2,2022-01-11T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-03-17
UHM14258.1,Severe acute respiratory syndrome coronavirus 2,2021-12-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2020
QVX27186.1,Severe acute respiratory syndrome coronavirus 2,2021-05-27T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-04-30
QVX27234.1,Severe acute respiratory syndrome coronavirus 2,2021-05-27T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-05-12
QVQ64609.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-04-08
QVQ64621.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-04-08
QWE77791.1,Severe acute respiratory syndrome coronavirus 2,2021-06-04T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-03-11
QWA81729.1,Severe acute respiratory syndrome coronavirus 2,2021-06-01T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-02-02
QWA81741.1,Severe acute respiratory syndrome coronavirus 2,2021-06-01T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-02-02
QWA81753.1,Severe acute respiratory syndrome coronavirus 2,2021-06-01T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-02-02
QWA81765.1,Severe acute respiratory syndrome coronavirus 2,2021-06-01T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-02-02
QWA87302.1,Severe acute respiratory syndrome coronavirus 2,2021-06-01T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-02-02
QWA53299.1,Severe acute respiratory syndrome coronavirus 2,2021-05-31T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-03-22
QWA53311.1,Severe acute respiratory syndrome coronavirus 2,2021-05-31T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-03-22
ULE73336.1,Severe acute respiratory syndrome coronavirus 2,2022-02-18T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Italy,Homo sapiens,oronasopharynx,2021-02-23
QTE05854.1,Severe acute respiratory syndrome coronavirus 2,2021-03-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Italy,Homo sapiens,oronasopharynx,2021-03-22
UYO70685.1,Severe acute respiratory syndrome coronavirus 2,2022-10-24T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Kenya,Homo sapiens,,2021-06-21
UFQ10772.1,Severe acute respiratory syndrome coronavirus 2,2021-12-02T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Kenya,Homo sapiens,,2021-05-04
UNW47865.1,Severe acute respiratory syndrome coronavirus 2,2022-03-29T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malawi,Homo sapiens,,2021-01-07
UNW47877.1,Severe acute respiratory syndrome coronavirus 2,2022-03-29T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malawi,Homo sapiens,,2021-01-08
UNW47889.1,Severe acute respiratory syndrome coronavirus 2,2022-03-29T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malawi,Homo sapiens,,2021-01-11
UNW47901.1,Severe acute respiratory syndrome coronavirus 2,2022-03-29T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malawi,Homo sapiens,,2021-01-11
UNW47961.1,Severe acute respiratory syndrome coronavirus 2,2022-03-29T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malawi,Homo sapiens,,2021-01-13
UNW48141.1,Severe acute respiratory syndrome coronavirus 2,2022-03-29T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malawi,Homo sapiens,,2021-01-26
UNW49274.1,Severe acute respiratory syndrome coronavirus 2,2022-03-29T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malawi,Homo sapiens,,2021-01-11
UNW49454.1,Severe acute respiratory syndrome coronavirus 2,2022-03-29T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malawi,Homo sapiens,,2021-02-02
UHU03394.1,Severe acute respiratory syndrome coronavirus 2,2021-12-30T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malaysia,Homo sapiens,,2021-03-11
UHU03430.1,Severe acute respiratory syndrome coronavirus 2,2021-12-30T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malaysia,Homo sapiens,,2021-03-12
UHU03442.1,Severe acute respiratory syndrome coronavirus 2,2021-12-30T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malaysia,Homo sapiens,,2021-03-22
UHU03549.1,Severe acute respiratory syndrome coronavirus 2,2021-12-30T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malaysia,Homo sapiens,,2021-04-01
UHU03561.1,Severe acute respiratory syndrome coronavirus 2,2021-12-30T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malaysia,Homo sapiens,,2021-05-06
UHU03633.1,Severe acute respiratory syndrome coronavirus 2,2021-12-30T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malaysia,Homo sapiens,,2021-05-06
UHU03705.1,Severe acute respiratory syndrome coronavirus 2,2021-12-30T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Malaysia,Homo sapiens,,2021-04-28
QWU49160.1,Severe acute respiratory syndrome coronavirus 2,2021-06-21T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Pakistan,Homo sapiens,oronasopharynx,2021-04-11
WDB12217.1,Severe acute respiratory syndrome coronavirus 2,2023-02-15T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Pakistan: Karachi,Homo sapiens,oronasopharynx,2021-06-24
UHM88734.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Philippines,Homo sapiens,oronasopharynx,2021-04-26
UFK33439.1,Severe acute respiratory syndrome coronavirus 2,2021-11-24T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Philippines,Homo sapiens,,2021-07-01
QUN71080.1,Severe acute respiratory syndrome coronavirus 2,2021-05-11T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Philippines: Caloocan City,Homo sapiens,oronasopharynx,2021-04-08
QUN71092.1,Severe acute respiratory syndrome coronavirus 2,2021-05-11T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,"Philippines: Indang, Cavite, CALABARZON",Homo sapiens,oronasopharynx,2021-04-08
QUN71009.1,Severe acute respiratory syndrome coronavirus 2,2021-05-11T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Philippines: Taguig City,Homo sapiens,oronasopharynx,2021-03-22
QUN71021.1,Severe acute respiratory syndrome coronavirus 2,2021-05-11T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Philippines: Taguig City,Homo sapiens,oronasopharynx,2021-03-22
QVJ82494.1,Severe acute respiratory syndrome coronavirus 2,2021-05-17T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Saudi Arabia,Homo sapiens,,2021-04-15
UPI39094.1,Severe acute respiratory syndrome coronavirus 2,2022-04-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2020-11-30
UPI39106.1,Severe acute respiratory syndrome coronavirus 2,2022-04-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2020-12-25
UPI39154.1,Severe acute respiratory syndrome coronavirus 2,2022-04-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-01-13
UPI39902.1,Severe acute respiratory syndrome coronavirus 2,2022-04-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2020-12-07
UPI39914.1,Severe acute respiratory syndrome coronavirus 2,2022-04-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2020-12-30
UPI39926.1,Severe acute respiratory syndrome coronavirus 2,2022-04-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-01-06
UPI39938.1,Severe acute respiratory syndrome coronavirus 2,2022-04-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-01-09
UPI39950.1,Severe acute respiratory syndrome coronavirus 2,2022-04-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-01-20
UPI39962.1,Severe acute respiratory syndrome coronavirus 2,2022-04-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-02-01
UPI39974.1,Severe acute respiratory syndrome coronavirus 2,2022-04-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-03-17
ULL28885.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-02-16
ULL30609.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-04-19
ULL30725.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-05-05
ULL30761.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-05-12
ULL30808.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-05-12
ULL30939.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-05-17
ULL30962.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-05-19
ULL31185.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-05-25
ULL31531.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-06-02
ULL31830.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-06-15
ULL32249.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-06-18
ULL32717.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-06-09
ULL32741.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-06-11
ULL33363.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-06-25
ULL33471.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-06-24
ULL33890.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-06-24
ULL33926.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-06-14
ULL39248.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-06-08
ULL39332.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-06-22
ULM21819.1,Severe acute respiratory syndrome coronavirus 2,2022-02-22T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2021-09-24
ULF05748.1,Severe acute respiratory syndrome coronavirus 2,2022-02-18T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2020-11-24
ULF05916.1,Severe acute respiratory syndrome coronavirus 2,2022-02-18T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2020-11-24
ULF05987.1,Severe acute respiratory syndrome coronavirus 2,2022-02-18T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2020-11-25
ULF06059.1,Severe acute respiratory syndrome coronavirus 2,2022-02-18T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2020-11-27
ULF06610.1,Severe acute respiratory syndrome coronavirus 2,2022-02-18T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2020-12-02
ULF06946.1,Severe acute respiratory syndrome coronavirus 2,2022-02-18T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2020-12-07
ULF06958.1,Severe acute respiratory syndrome coronavirus 2,2022-02-18T00:00:00Z,B.1.351,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,South Africa,Homo sapiens,,2020-12-07
