Accession,Organism_Name,Release_Date,Pangolin,PangoVersions,Length,Nuc_Completeness,Protein,Geo_Location,Host,Isolation_Source,Collection_Date
QWU48958.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh: Dhaka,Homo sapiens,oronasopharynx,2021-02-20
QWU48970.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh: Dhaka,Homo sapiens,oronasopharynx,2021-02-21
QWU48982.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh: Dhaka,Homo sapiens,oronasopharynx,2021-02-23
QWU48994.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh: Dhaka,Homo sapiens,oronasopharynx,2021-02-25
QWU49112.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh: Dhaka,Homo sapiens,oronasopharynx,2021-03-22
QWU49124.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh: Dhaka,Homo sapiens,oronasopharynx,2021-03-23
QWU49136.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh: Dhaka,Homo sapiens,oronasopharynx,2021-02-21
QWU48910.1,Severe acute respiratory syndrome coronavirus 2,2021-07-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bangladesh: Sylhet,Homo sapiens,oronasopharynx,2020-12-31
UCZ39908.1,Severe acute respiratory syndrome coronavirus 2,2022-10-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Bhutan,Homo sapiens,,2021-04-16
QXF22605.1,Severe acute respiratory syndrome coronavirus 2,2021-12-31T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Brazil: Parana,Homo sapiens,,2021-03-03
QXF22883.1,Severe acute respiratory syndrome coronavirus 2,2021-12-31T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Brazil: Parana,Homo sapiens,,2021-04-10
QXF23434.1,Severe acute respiratory syndrome coronavirus 2,2021-12-31T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Brazil: Parana,Homo sapiens,,2021-04-09
QWL54773.1,Severe acute respiratory syndrome coronavirus 2,2021-06-09T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Cambodia,Homo sapiens,oronasopharynx,2021-03-16
QZZ41648.1,Severe acute respiratory syndrome coronavirus 2,2021-09-07T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Denmark,Homo sapiens,oronasopharynx,2021-05-29
QZW17443.1,Severe acute respiratory syndrome coronavirus 2,2021-09-02T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti,Homo sapiens,,2021-03-02
QZW17455.1,Severe acute respiratory syndrome coronavirus 2,2021-09-02T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti,Homo sapiens,,2021-03-03
QZW17467.1,Severe acute respiratory syndrome coronavirus 2,2021-09-02T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti,Homo sapiens,,2021-02-27
QZW17501.1,Severe acute respiratory syndrome coronavirus 2,2021-09-02T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti,Homo sapiens,,2021-03-03
QZP75635.1,Severe acute respiratory syndrome coronavirus 2,2021-08-31T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti,Homo sapiens,,2021-04-12
QZP75791.1,Severe acute respiratory syndrome coronavirus 2,2021-08-31T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti,Homo sapiens,,2021-03-10
QZP75887.1,Severe acute respiratory syndrome coronavirus 2,2021-08-31T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti,Homo sapiens,,2021-04-11
QZP75910.1,Severe acute respiratory syndrome coronavirus 2,2021-08-31T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti,Homo sapiens,,2021-04-23
QXJ77831.1,Severe acute respiratory syndrome coronavirus 2,2021-07-08T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti,Homo sapiens,oronasopharynx,2021-03-04
QXJ77843.1,Severe acute respiratory syndrome coronavirus 2,2021-07-08T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Djibouti,Homo sapiens,oronasopharynx,2021-03-04
QQV26707.1,Severe acute respiratory syndrome coronavirus 2,2021-01-29T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Dominican Republic,Homo sapiens,,2020-12-27
UAN19453.1,Severe acute respiratory syndrome coronavirus 2,2021-09-14T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-09-03
QWQ56497.1,Severe acute respiratory syndrome coronavirus 2,2021-06-14T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-05-17
QWQ56557.1,Severe acute respiratory syndrome coronavirus 2,2021-06-14T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-05-08
QWQ56605.1,Severe acute respiratory syndrome coronavirus 2,2021-06-14T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-05-08
QWQ56844.1,Severe acute respiratory syndrome coronavirus 2,2021-06-14T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-03-20
QWF10097.1,Severe acute respiratory syndrome coronavirus 2,2021-06-07T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-05-01
QTU35073.1,Severe acute respiratory syndrome coronavirus 2,2021-04-13T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-04-01
QTU35085.1,Severe acute respiratory syndrome coronavirus 2,2021-04-13T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Egypt,Homo sapiens,oronasopharynx,2021-04-01
UCN20217.1,Severe acute respiratory syndrome coronavirus 2,2021-10-11T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Finland,Homo sapiens,oronasopharynx,2021
UCN20229.1,Severe acute respiratory syndrome coronavirus 2,2021-10-11T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Finland,Homo sapiens,oronasopharynx,2021
QZN05611.1,Severe acute respiratory syndrome coronavirus 2,2021-08-27T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Finland,Homo sapiens,,2021-01-28
QSS48549.1,Severe acute respiratory syndrome coronavirus 2,2021-03-09T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Finland,Homo sapiens,oronasopharynx,2020-12-18
UJZ27434.1,Severe acute respiratory syndrome coronavirus 2,2022-02-01T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2021-03-25
QTH25083.1,Severe acute respiratory syndrome coronavirus 2,2021-03-29T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Germany,Homo sapiens,,2020-12-22
QYC97632.1,Severe acute respiratory syndrome coronavirus 2,2021-07-30T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,"Germany: Bavaria, Bayreuth",Homo sapiens,,2021-01-12
QWF08417.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-01-16
QWF08498.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-03-11
QWF08521.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-03-12
QWF08533.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-02-19
QWF08545.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-02-19
QWF08557.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-02-19
QWF08676.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-02-09
QWF08700.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-02-09
QWF08712.1,Severe acute respiratory syndrome coronavirus 2,2021-06-06T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-02-09
QUX04240.1,Severe acute respiratory syndrome coronavirus 2,2021-05-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-03-16
QUX04296.1,Severe acute respiratory syndrome coronavirus 2,2021-05-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-03-15
QUX04380.1,Severe acute respiratory syndrome coronavirus 2,2021-05-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-01-31
QUX04392.1,Severe acute respiratory syndrome coronavirus 2,2021-05-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-01-31
QRG27717.1,Severe acute respiratory syndrome coronavirus 2,2021-02-05T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-01-06
QRG27729.1,Severe acute respiratory syndrome coronavirus 2,2021-02-05T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Ghana,Homo sapiens,,2021-01-06
QVQ62977.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-04-05
QVQ63877.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-01-04
QVQ64381.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-03-10
QVQ64513.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-03-13
QVQ64537.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-03-15
QVQ64549.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-03-21
QVQ64573.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-04-04
QVQ64585.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-04-04
QVQ64597.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-04-04
QVQ64753.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2021-04-08
QVQ64777.1,Severe acute respiratory syndrome coronavirus 2,2021-05-22T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Hong Kong,Homo sapiens,,2020-12-08
QYM88836.1,Severe acute respiratory syndrome coronavirus 2,2021-08-09T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-04-07
QYM89332.1,Severe acute respiratory syndrome coronavirus 2,2021-08-09T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-04-16
QYM89453.1,Severe acute respiratory syndrome coronavirus 2,2021-08-09T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-04-22
QYM89677.1,Severe acute respiratory syndrome coronavirus 2,2021-08-09T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,415,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-04-16
QWU18605.1,Severe acute respiratory syndrome coronavirus 2,2021-06-19T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-05-04
QWK65203.1,Severe acute respiratory syndrome coronavirus 2,2021-06-09T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-04-06
QWK35484.1,Severe acute respiratory syndrome coronavirus 2,2021-06-08T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-04-07
QWE51914.1,Severe acute respiratory syndrome coronavirus 2,2021-06-04T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-04-01
QWE52007.1,Severe acute respiratory syndrome coronavirus 2,2021-06-04T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-03-27
QWE52019.1,Severe acute respiratory syndrome coronavirus 2,2021-06-04T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,India,Homo sapiens,oronasopharynx,2021-03-27
QWN55964.1,Severe acute respiratory syndrome coronavirus 2,2021-06-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-26
QWN55999.1,Severe acute respiratory syndrome coronavirus 2,2021-06-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-11
QWN56023.1,Severe acute respiratory syndrome coronavirus 2,2021-06-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-17
QWN56057.1,Severe acute respiratory syndrome coronavirus 2,2021-06-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-20
QWN56069.1,Severe acute respiratory syndrome coronavirus 2,2021-06-10T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-20
QUW05142.1,Severe acute respiratory syndrome coronavirus 2,2021-05-07T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-20
QUW05154.1,Severe acute respiratory syndrome coronavirus 2,2021-05-07T00:00:00Z,B.1.1.7,4.2/1.18.1.1/v0.1.10/0.3.17,419,complete,nucleocapsid phosphoprotein,Iraq,Homo sapiens,oronasopharynx,2021-02-20
